,title,release_date,revenue,runtime,budget,original_language,genres,imdb_rating,imdb_votes
282159,Daddy's Home 2,2017-11-09,180613180.0,100.0,69000000.0,en,Comedy,6.0,83830.0
282179,Ad Astra,2019-09-17,127461872.0,123.0,87500000.0,en,"Science Fiction, Drama",6.5,264378.0
282214,Disobedience,2018-04-24,8000000.0,114.0,6000000.0,en,"Drama, Romance",6.6,37075.0
282899,Professor Marston and the Wonder Women,2017-10-13,1600000.0,108.0,7000000.0,en,"Drama, Romance",7.0,29054.0
282909,Terrifier,2018-01-25,416322.0,85.0,100000.0,en,"Horror, Thriller",5.6,59134.0
282912,Malibu Horror Story,2023-10-20,114000.0,88.0,1000000.0,en,"Horror, Thriller",4.9,2097.0
283047,Maleficent: Mistress of Evil,2019-10-16,491730089.0,119.0,185000000.0,en,"Family, Fantasy, Adventure, Action",6.6,121559.0
283051,Christopher Robin,2018-08-01,99138899.0,104.0,75000000.0,en,"Adventure, Comedy, Family, Fantasy",7.2,86064.0
283052,Aladdin,2019-05-22,1054300000.0,127.0,183000000.0,en,"Adventure, Fantasy, Romance, Family",6.9,295150.0
283053,The Lion King,2019-07-12,1663000000.0,118.0,260000000.0,en,"Animation, Adventure, Drama, Family",6.8,271852.0
283055,Chip 'n Dale: Rescue Rangers,2022-05-20,623190.0,99.0,70000000.0,en,"Animation, Family, Comedy, Adventure, Mystery",6.9,47946.0
283570,The 312,2017-12-15,40.0,75.0,1000.0,en,"Comedy, Drama, Romance",6.1,177.0
283831,Morning Transitions,2016-10-16,2.0,4.0,1.0,en,,7.9,9.0
284885,The Conjuring: The Devil Made Me Do It,2021-05-25,206431050.0,111.0,39000000.0,en,"Horror, Mystery, Thriller",6.3,144315.0
284966,Angel Has Fallen,2019-08-21,146661977.0,122.0,40000000.0,en,"Action, Thriller",6.4,113142.0
285120,Drain the Bermuda Triangle,2014-10-30,4000000.0,50.0,2000000.0,en,Documentary,6.2,328.0
285270,Believe,2016-12-02,890303.0,120.0,3500000.0,en,Drama,5.1,479.0
285510,Victoria & Abdul,2017-09-13,65400000.0,112.0,22000000.0,en,"Drama, History",6.8,38782.0
285712,Halloween,2018-10-18,259939869.0,106.0,10000000.0,en,"Horror, Thriller",6.5,172472.0
286150,Bohemian Rhapsody,2018-10-24,918355943.0,135.0,52000000.0,en,"Music, Drama",7.9,605641.0
286206,Sorry to Bother You,2018-07-06,18200000.0,112.0,3200000.0,en,"Fantasy, Science Fiction, Comedy",6.9,89900.0
286208,Bumblebee,2018-12-15,467989645.0,113.0,135000000.0,en,"Action, Adventure, Science Fiction",6.7,192763.0
286379,The Case for Christ,2017-04-07,18200000.0,112.0,3000000.0,en,Drama,6.3,10583.0
286380,The War with Grandpa,2020-08-27,43387445.0,98.0,18000000.0,en,"Comedy, Family",5.7,25480.0
286498,Show Dogs,2018-05-18,38830219.0,92.0,5500000.0,en,"Adventure, Crime, Family, Comedy",4.0,5114.0
286800,Kin,2018-08-29,10023153.0,102.0,30000000.0,en,"Science Fiction, Action, Adventure, Thriller",5.8,18982.0
286950,The Unknowns,2016-05-30,33145.0,85.0,15000.0,en,Documentary,8.7,66.0
287112,Ghostbusters: Afterlife,2021-11-18,204334455.0,124.0,75000000.0,en,"Fantasy, Comedy, Adventure, Science Fiction",7.0,226778.0
287216,Finding Your Feet,2017-12-26,15500000.0,111.0,7154497.0,en,"Comedy, Drama, Family, Music, Romance",6.8,7344.0
287386,Band Aid,2017-06-02,248370.0,91.0,10000000.0,en,"Comedy, Drama, Music",6.6,6032.0
287659,The Nutcracker and the Four Realms,2018-10-26,59500000.0,99.0,120000000.0,en,"Fantasy, Adventure, Family",5.6,37868.0
287676,Holmes & Watson,2018-12-25,40500000.0,90.0,42000000.0,en,"Mystery, Adventure, Comedy, Crime",3.9,39958.0
287721,The Miseducation of Cameron Post,2018-07-18,2019874.0,92.0,900000.0,en,Drama,6.6,26128.0
288068,A Family On Edge,2015-12-22,200.0,112.0,100000.0,en,"Adventure, Crime, Drama, Family, Romance, Thriller",7.0,9.0
288544,Rampage,2018-04-11,428028233.0,107.0,120000000.0,en,"Action, Adventure, Science Fiction",6.1,189112.0
288756,Home Again,2017-09-07,27020284.0,97.0,12000000.0,en,"Comedy, Drama, Romance",5.8,35570.0
288903,Mortal Engines,2018-11-27,83869818.0,129.0,100000000.0,en,"Adventure, Science Fiction",6.1,144113.0
289206,A Ghost Story,2017-04-24,1929659.0,93.0,100000.0,en,"Drama, Fantasy",6.8,81725.0
289246,The Nile Hilton Incident,2017-06-19,81089.0,111.0,4250000.0,en,"Thriller, Drama, Crime",6.8,9468.0
289532,Ophelia,2019-06-28,242115.0,114.0,12000000.0,en,"Drama, Romance, History",6.5,13574.0
289562,Lulu the Movie,2016-11-24,650000.0,90.0,1500000.0,en,Comedy,5.3,76.0
289825,Wonder Wheel,2017-12-01,15366466.0,101.0,25000000.0,en,"Drama, Romance",6.2,31413.0
289833,Vice,2018-12-25,76100000.0,132.0,60000000.0,en,"Comedy, Drama",7.2,165110.0
289837,Vox Lux,2018-09-07,1300000.0,114.0,7000000.0,en,"Drama, Music",5.8,19833.0
289838,The Old Man & the Gun,2018-09-27,11277120.0,94.0,15800000.0,en,"Comedy, Crime, Drama",6.7,50193.0
289910,Adrift,2018-05-31,59945012.0,96.0,35000000.0,en,"Thriller, Romance, Adventure",6.6,62826.0
289943,12 Strong,2018-01-18,67450815.0,130.0,35000000.0,en,"War, Drama, Action, History",6.5,93920.0
289998,The Jesus Rolls,2019-10-17,64648.0,85.0,4500000.0,en,"Comedy, Crime, Drama",4.4,5545.0
290002,Capone,2020-06-26,858281.0,103.0,20600000.0,en,"Crime, Drama",4.7,23596.0
290046,Captive State,2019-03-15,8808611.0,110.0,25000000.0,en,"Science Fiction, Action, Adventure, Horror, Thriller",6.0,58869.0
290051,Hell Fest,2018-09-27,18160930.0,89.0,5500000.0,en,"Horror, Thriller",5.5,20050.0
290166,Spider-Man: Far From Home,2019-06-28,1131927996.0,129.0,160000000.0,en,"Action, Adventure, Science Fiction",7.4,573314.0
290186,The Fight Within,2016-08-12,94326.0,94.0,500000.0,en,"Action, Romance",4.4,461.0
290502,The Hurricane Heist,2018-02-28,32517248.0,103.0,35000000.0,en,"Action, Adventure, Crime, Thriller",5.1,22710.0
290649,The Endless,2017-11-05,956425.0,112.0,1000000.0,en,"Science Fiction, Horror, Thriller",6.5,50938.0
290838,Deep,2017-05-11,10972300.0,92.0,6000000.0,en,"Animation, Family, Adventure",4.2,1661.0
291058,Finn & the Sea of Noise,2016-02-01,6.0,99.0,8.0,en,"Comedy, Drama",8.2,92.0
291576,A Bad Moms Christmas,2017-08-04,130560428.0,104.0,28000000.0,en,Comedy,5.6,58315.0
291610,Abominable,2019-09-19,190304772.0,97.0,75000000.0,en,"Family, Animation, Adventure, Comedy",7.0,43330.0
291708,Spies in Disguise,2019-12-04,171616764.0,102.0,100000000.0,en,"Animation, Action, Adventure, Comedy, Family",6.8,57948.0
292150,Chappaquiddick,2018-04-06,17904202.0,107.0,34000000.0,en,"History, Drama, Thriller",6.4,14808.0
292384,An Inconvenient Sequel: Truth to Power,2017-07-28,5398976.0,100.0,1000000.0,en,Documentary,6.6,8411.0
292421,Valley of Bones,2017-09-01,168738.0,90.0,3000000.0,en,"Western, Crime, Thriller",4.2,567.0
292994,The Ottoman Lieutenant,2017-03-28,413844.0,111.0,40000000.0,en,"Romance, Drama, War",6.4,26797.0
293240,Sgt. Stubby: An American Hero,2018-04-13,4900000.0,85.0,25000000.0,en,"Animation, Adventure, Family, History, War",6.9,2633.0
293328,The Ritual,2017-10-11,1786396.0,94.0,1000000.0,en,"Horror, Thriller, Mystery",6.3,124801.0
293956,The Possession of Hannah Grace,2018-11-29,43000000.0,86.0,9500000.0,en,"Horror, Drama",5.2,26883.0
294845,Possessor,2020-10-02,911000.0,104.0,2500000.0,en,"Horror, Thriller, Science Fiction",6.5,48043.0
295370,Black Adam,2022-10-19,393452111.0,125.0,200000000.0,en,"Action, Adventure, Science Fiction",6.2,281647.0
295387,Tyler Perry's Madea on the Run - The Play,2017-01-31,15000000.0,141.0,1000000.0,en,"Comedy, Drama",5.0,537.0
295947,The Suicide Squad,2021-07-28,168717425.0,132.0,185000000.0,en,"Action, Comedy, Adventure",7.2,420199.0
296215,The First Omen,2024-04-03,53845880.0,119.0,30000000.0,en,Horror,6.5,53325.0
296365,Blockers,2018-03-14,94017294.0,102.0,21000000.0,en,Comedy,6.2,87678.0
296382,mid90s,2018-10-19,9303022.0,86.0,1700000.0,en,"Drama, Comedy",7.4,80169.0
296820,Minions: The Rise of Gru,2022-06-29,940203765.0,87.0,85000000.0,en,"Animation, Comedy, Family, Adventure",6.5,92747.0
297090,The Ballad of Lefty Brown,2017-12-15,7856.0,105.0,8000000.0,en,Western,6.3,8108.0
297233,Dune,2021-09-15,407573628.0,155.0,165000000.0,en,"Science Fiction, Adventure",8.0,906126.0
297248,Cold Pursuit,2019-02-07,76419755.0,119.0,60000000.0,en,"Action, Crime, Thriller, Comedy",6.2,79406.0
297268,Dragged Across Concrete,2019-02-21,660132.0,158.0,15000000.0,en,"Crime, Action, Thriller",6.9,56971.0
297281,Siberia,2018-07-13,2006704.0,105.0,2000000.0,en,"Crime, Romance, Thriller",4.3,17414.0
297286,Sing 2,2021-12-01,406000000.0,110.0,85000000.0,en,"Animation, Family, Music, Comedy",7.3,90658.0
297365,Overlord,2018-11-01,41657844.0,110.0,38000000.0,en,"Horror, War, Science Fiction",6.6,108650.0
297371,White Boy Rick,2018-09-14,26000000.0,111.0,29000000.0,en,"Crime, Drama",6.5,44127.0
297539,Slender Man,2018-05-17,11817275.0,93.0,10000000.0,en,"Horror, Mystery, Thriller",3.3,39390.0
297593,The Nun,2018-09-05,366082797.0,96.0,22000000.0,en,Horror,5.3,175546.0
298402,Happy Death Day,2017-10-12,125500000.0,97.0,4800000.0,en,"Comedy, Horror, Mystery",6.6,168655.0
298517,The Sisters Brothers,2018-09-19,13143056.0,121.0,38000000.0,en,"Western, Drama, Comedy",6.9,71613.0
298767,Escape Plan 2: Hades,2018-06-05,17500000.0,93.0,20000000.0,en,"Action, Thriller, Mystery, Crime, Adventure",3.9,35888.0
298768,The Upside,2019-01-10,125000000.0,126.0,37500000.0,en,"Comedy, Drama",7.0,65040.0
298883,Wish Upon,2017-07-07,14300000.0,90.0,12000000.0,en,"Horror, Thriller, Fantasy",5.1,23353.0
299009,Jay and Silent Bob Reboot,2019-10-15,1011305.0,105.0,10000000.0,en,Comedy,5.6,28805.0
299023,Female Fight Squad,2017-03-16,22253.0,90.0,2000000.0,en,Action,4.3,1440.0
299320,Wolfwalkers,2020-10-26,1310720.0,103.0,12000000.0,en,"Animation, Family, Adventure, Fantasy",8.0,39854.0
299540,The Beach Bum,2019-03-21,4600000.0,95.0,5000000.0,en,Comedy,5.5,25331.0
300069,Goosebumps 2: Haunted Halloween,2018-10-11,93320380.0,90.0,35000000.0,en,"Comedy, Fantasy, Horror",5.6,24216.0
300071,Proud Mary,2018-01-12,21753365.0,88.0,14000000.0,en,"Thriller, Action, Crime",5.0,10974.0
300072,The Last Full Measure,2020-01-23,3364426.0,110.0,20000000.0,en,"Drama, Action, War",6.8,14408.0
300215,The First Purge,2018-07-04,137056262.0,97.0,13000000.0,en,"Horror, Action, Thriller",5.2,73045.0
300829,"Don't Worry, He Won't Get Far on Foot",2018-04-04,4200000.0,115.0,3500000.0,en,"Comedy, Drama",6.8,31409.0
301068,Phoenix Forgotten,2017-04-21,3600000.0,87.0,2800000.0,en,"Horror, Mystery, Science Fiction",5.4,7141.0
301423,Underwater,2020-01-08,40882928.0,95.0,50000000.0,en,"Horror, Science Fiction, Action, Adventure",5.9,100265.0
301627,Hellraiser: Judgment,2018-02-13,426290.0,81.0,350000.0,en,"Horror, Thriller",4.3,8179.0
301926,The Bookshop,2017-11-10,12055868.0,110.0,5400000.0,en,Drama,6.5,17831.0
302696,The Girl on the Mat,2016-10-14,10000.0,27.0,4000.0,en,,9.4,52.0
302761,Game Night,2018-02-15,117501013.0,100.0,37000000.0,en,"Mystery, Comedy, Crime",6.9,259902.0
302812,Fighting with My Family,2019-02-14,39055536.0,108.0,11000000.0,en,Comedy,7.0,89083.0
302832,The Darkest Minds,2018-07-25,41142379.0,105.0,34000000.0,en,"Action, Adventure, Drama",5.7,37383.0
303087,Acts of Vengeance,2017-10-27,320705.0,87.0,10000000.0,en,"Thriller, Action, Drama",5.7,13846.0
303148,Bad Times at the El Royale,2018-10-04,31882724.0,141.0,32000000.0,en,"Thriller, Mystery, Crime",7.1,168262.0
303201,Assassination Nation,2018-09-21,2900000.0,108.0,7000000.0,en,"Thriller, Horror, Comedy",6.0,22244.0
303402,The Post,2017-12-22,179769467.0,116.0,50000000.0,en,"Drama, History",7.2,164551.0
303676,Life Itself,2018-09-21,7997774.0,118.0,10000000.0,en,"Drama, Romance",6.9,25273.0
303750,All the Money in the World,2017-12-21,56996304.0,132.0,50000000.0,en,"Drama, Crime, History",6.8,92242.0
303759,The Girl in the Spider's Web,2018-10-25,35164920.0,115.0,43000000.0,en,"Action, Crime, Thriller",6.1,52955.0
303817,Trolls World Tour,2020-03-11,49276818.0,90.0,90000000.0,en,"Family, Animation, Comedy, Fantasy, Adventure, Music",6.1,29882.0
303818,Smallfoot,2018-09-20,214115531.0,96.0,80000000.0,en,"Family, Animation, Adventure, Fantasy, Comedy",6.6,43475.0
304049,Skyscraper,2018-07-11,292400000.0,102.0,125000000.0,en,"Action, Thriller, Adventure",5.8,136885.0
304115,The Little Mermaid,2023-05-18,569626289.0,135.0,297000000.0,en,"Adventure, Family, Fantasy, Romance",7.2,160650.0
304158,A Quiet Place,2018-04-03,340955294.0,91.0,17000000.0,en,"Horror, Drama, Science Fiction",7.5,608004.0
304181,Guardians of the Galaxy Vol. 3,2023-05-03,845600000.0,150.0,250000000.0,en,"Science Fiction, Adventure, Action",7.9,401056.0
304213,Pokémon Detective Pikachu,2019-05-03,449762638.0,105.0,150000000.0,en,"Action, Adventure, Fantasy",6.5,186458.0
304425,Kickboxer: Retaliation,2018-01-26,4537.0,110.0,13000000.0,en,"Action, Drama",5.0,6275.0
304816,Dolittle,2020-01-02,251410631.0,101.0,175000000.0,en,"Family, Comedy, Fantasy, Adventure",5.6,72599.0
305667,"Love, Simon",2018-02-16,66316289.0,110.0,17000000.0,en,"Comedy, Drama, Romance",7.5,128313.0
305884,Den of Thieves,2018-01-18,80509622.0,140.0,30000000.0,en,"Action, Crime, Thriller",7.0,126455.0
305979,The Hustle,2019-05-09,97400000.0,94.0,21000000.0,en,"Comedy, Crime",5.5,66815.0
305980,Isn't It Romantic,2019-02-13,48800000.0,89.0,31000000.0,en,"Comedy, Fantasy, Romance",5.9,74502.0
306085,My Pet Dinosaur,2017-04-22,1483677.0,96.0,550000.0,en,"Adventure, Family, Fantasy, Action",4.0,1298.0
306541,The Man Who Invented Christmas,2017-10-12,8100000.0,105.0,17000000.0,en,"Drama, History, Comedy, Family",7.0,19448.0
306662,Glass,2019-01-16,247000000.0,129.0,20000000.0,en,"Thriller, Drama, Science Fiction",6.6,283274.0
306902,The Forgiven,2018-03-09,42213.0,115.0,15000000.0,en,"Thriller, Drama",6.0,3045.0
307131,Jungle Cruise,2021-07-28,220889446.0,127.0,200000000.0,en,"Fantasy, Adventure",6.6,216537.0
307243,Wasp Network,2020-01-29,1400000.0,128.0,10530000.0,en,"Drama, History, Thriller",5.9,12124.0
307861,Beautiful Boy,2018-10-12,7700000.0,119.0,25000000.0,en,Drama,7.4,105091.0
308553,"Tad, the Lost Explorer, and the Secret of King Midas",2017-03-25,34156960.0,85.0,10778400.0,en,"Animation, Adventure, Comedy, Family",6.2,4190.0
308606,Serenity,2019-01-24,14500000.0,102.0,25000000.0,en,"Thriller, Mystery, Drama",5.4,46324.0
308919,The 15:17 to Paris,2018-02-07,57076286.0,94.0,30000000.0,en,"Drama, Thriller",5.3,35900.0
309080,Doctor Strange in the Multiverse of Madness,2022-05-04,955775804.0,126.0,200000000.0,en,"Fantasy, Action, Adventure",6.9,493523.0
309088,Gemini Man,2019-10-02,173469516.0,117.0,140000000.0,en,"Science Fiction, Action, Adventure, Thriller",5.7,124810.0
309392,Arctic,2018-11-21,4100000.0,98.0,2000000.0,en,"Drama, Adventure",6.8,59237.0
309845,Action Point,2018-06-01,5059608.0,85.0,19000000.0,en,Comedy,5.1,12339.0
309848,God's Not Dead: A Light in Darkness,2018-03-30,7414178.0,105.0,5700000.0,en,Drama,4.5,4647.0
309854,Night School,2018-09-27,33157615.0,111.0,29000000.0,en,Comedy,5.6,46282.0
309855,The Kid Who Would Be King,2019-01-16,32140970.0,120.0,59000000.0,en,"Action, Adventure, Fantasy, Family",6.1,19094.0
309975,UglyDolls,2019-05-01,32500000.0,87.0,45000000.0,en,"Animation, Music, Family, Comedy",5.1,7996.0
310085,Overboard,2018-04-13,91244913.0,112.0,12000000.0,en,"Romance, Comedy",6.0,41872.0
310091,Sonic the Hedgehog,2020-02-12,319715683.0,99.0,90000000.0,en,"Action, Science Fiction, Comedy, Family",6.5,164933.0
310104,The Angry Birds Movie 2,2019-08-02,137792047.0,97.0,65000000.0,en,"Animation, Action, Fantasy, Adventure, Comedy",6.4,36713.0
310380,The Spy Who Dumped Me,2018-08-02,33562069.0,116.0,40000000.0,en,"Comedy, Action, Adventure",6.0,84000.0
310556,Crazy Rich Asians,2018-08-15,238539198.0,121.0,30000000.0,en,"Comedy, Romance",6.9,195456.0
310766,Knights of the Zodiac,2023-04-27,7000000.0,113.0,60000000.0,en,"Fantasy, Action, Adventure",4.4,14451.0
310828,The Recall,2017-06-02,1319566.0,91.0,5000000.0,en,"Science Fiction, Horror",4.1,9489.0
310832,9/11,2017-09-07,200229.0,88.0,5500000.0,en,"Drama, Thriller",4.5,4723.0
311179,Tag,2018-05-30,75100000.0,100.0,28000000.0,en,"Comedy, Action",6.5,150192.0
311220,The Humanity Bureau,2017-07-11,17544173.0,94.0,6000000.0,en,"Science Fiction, Thriller",4.5,12247.0
311809,Hellboy,2019-04-10,55065289.0,120.0,50000000.0,en,"Fantasy, Horror, Action, Adventure",5.3,101816.0
312109,Mary Queen of Scots,2018-12-07,37800000.0,124.0,25000000.0,en,"Drama, History",6.3,56196.0
312219,Guns Akimbo,2020-02-27,835102.0,98.0,15000000.0,en,"Action, Comedy",6.3,71638.0
312848,John Wick: Chapter 3 - Parabellum,2019-05-15,326709727.0,131.0,55000000.0,en,"Action, Thriller, Crime",7.4,437314.0
312934,Missing Link,2019-04-04,26565710.0,95.0,100000000.0,en,"Family, Animation, Comedy, Adventure",6.7,29254.0
312976,Vivarium,2019-09-07,488000.0,97.0,4000000.0,en,"Science Fiction, Thriller, Mystery, Horror",5.9,77557.0
313066,Mamma Mia! Here We Go Again,2018-07-09,395100000.0,114.0,75000000.0,en,"Comedy, Romance",6.6,111996.0
313191,Monster Hunter,2020-12-03,42145959.0,104.0,60000000.0,en,"Action, Fantasy, Adventure",5.2,69450.0
313203,Peppermint,2018-09-06,53918723.0,102.0,25000000.0,en,"Action, Thriller",6.5,72068.0
313311,Us,2019-03-14,256067149.0,116.0,20000000.0,en,"Horror, Thriller",6.8,351612.0
313323,First Reformed,2018-05-18,3988612.0,113.0,3500000.0,en,Drama,7.1,63613.0
313454,Charlie's Angels,2019-11-14,73279888.0,118.0,48000000.0,en,"Action, Adventure, Comedy",5.0,81085.0
313619,No Safe Spaces,2019-10-25,1291514.0,95.0,686599.0,en,Documentary,7.1,2804.0
313643,The Boss Baby: Family Business,2021-07-01,146745280.0,107.0,82000000.0,en,"Animation, Comedy, Adventure, Family",5.9,23417.0
313682,Boo 2! A Madea Halloween,2017-10-20,48333932.0,103.0,25000000.0,en,Comedy,4.0,5335.0
314164,Braven,2018-02-01,854319.0,94.0,5000000.0,en,"Drama, Action, Thriller",5.9,42527.0
314252,Truth or Dare,2018-04-12,95330493.0,101.0,3500000.0,en,"Thriller, Horror",5.2,66625.0
314605,Resident Evil: Welcome to Raccoon City,2021-11-24,41914915.0,107.0,25000000.0,en,"Horror, Science Fiction, Action",5.2,65912.0
314609,Mortal Kombat,2021-04-07,84426031.0,110.0,20000000.0,en,"Action, Fantasy, Adventure",6.0,193260.0
314760,I Feel Pretty,2018-04-19,94539426.0,110.0,32000000.0,en,"Comedy, Romance",5.7,57965.0
314936,Mandy,2018-09-13,1653784.0,122.0,6000000.0,en,"Fantasy, Action, Horror",6.5,92648.0
315147,Code 8,2019-12-06,157209.0,99.0,15000000.0,en,"Science Fiction, Action, Crime",6.1,54500.0
315611,China Salesman,2017-06-16,1637776.0,110.0,15119234.0,en,"Action, Thriller",2.7,2008.0
315936,Dead Trigger,2017-07-19,151493.0,92.0,10000000.0,en,"Action, Horror",3.2,1427.0
316602,Woody Woodpecker,2017-10-05,15316635.0,91.0,10000000.0,en,"Comedy, Family, Animation",4.2,5389.0
316907,Johnny English Strikes Again,2018-09-13,158972570.0,88.0,25000000.0,en,"Action, Adventure, Comedy",6.2,84961.0
317358,The House with a Clock in Its Walls,2018-09-15,131523093.0,105.0,42000000.0,en,"Fantasy, Family, Comedy, Horror",6.1,56164.0
317537,Wonder Woman 1984,2020-12-16,169601036.0,151.0,200000000.0,en,"Action, Adventure, Fantasy",5.4,296002.0
317889,Acrimony,2018-03-30,34800000.0,120.0,20000000.0,en,"Drama, Thriller",5.9,10189.0
317890,A Madea Family Funeral,2019-03-01,74747725.0,104.0,20000000.0,en,Comedy,4.7,5161.0
318326,The Grudge,2019-12-31,42800000.0,93.0,10000000.0,en,"Horror, Mystery",4.4,30064.0
318340,Cycle,2011-11-18,150.0,20.0,60.0,en,Drama,8.8,14.0
318366,Every Day,2018-02-22,10400000.0,97.0,4900000.0,en,"Romance, Fantasy",6.4,24015.0
318888,If Beale Street Could Talk,2018-12-14,20572691.0,120.0,12000000.0,en,"Romance, Drama",7.1,53013.0
319014,The Informer,2019-08-30,2927708.0,109.0,60000000.0,en,"Drama, Crime, Thriller",6.6,43049.0
319183,Once Upon a Time... in Hollywood,2019-07-24,374300000.0,162.0,95000000.0,en,"Comedy, Drama, Thriller",7.6,872267.0
319290,Speed Kills,2018-11-16,5812.0,102.0,15000000.0,en,"Crime, Drama, Thriller",4.3,4070.0
319297,Killers of the Flower Moon,2023-10-18,156922344.0,206.0,200000000.0,en,"Crime, History, Drama",7.6,260478.0
319457,The Rhythm Section,2020-01-31,5989583.0,109.0,50000000.0,en,"Action, Thriller",5.4,19965.0
319901,The Zone of Interest,2023-12-15,48975567.0,105.0,15000000.0,en,"Drama, History",7.4,112803.0
320236,Unsane,2018-03-22,14293601.0,98.0,1500000.0,en,"Horror, Thriller",6.4,50493.0
320345,Lines of Glory,2009-12-05,1.0,21.0,1.0,en,Comedy,8.2,30.0
320356,Seeking Nirvana,2012-05-03,20.0,120.0,20.0,en,"Comedy, Drama",6.9,15.0
320435,In the Heights,2021-06-10,43000000.0,143.0,55000000.0,en,"Drama, Romance",7.3,53071.0
320462,Run,2016-10-31,1000.0,12.0,600.0,en,Horror,7.4,14.0
320500,Camp Cool Kids,2017-07-11,5199.0,104.0,1000000.0,en,Family,4.7,625.0
320703,Tolkien,2019-05-03,8654322.0,112.0,20000000.0,en,"War, Drama, Romance",6.8,47783.0
321200,The Rising Hawk,2019-10-10,1560697.0,110.0,2900000.0,en,"Action, History, Drama",5.8,4622.0
322158,The Hate U Give,2018-10-19,34934009.0,133.0,23000000.0,en,"Crime, Drama",7.5,41184.0
322373,Hearts Beat Loud,2018-06-08,2115765.0,97.0,2000000.0,en,"Music, Drama, Comedy, Family",6.9,11921.0
322776,I Can Only Imagine,2018-02-14,86026201.0,110.0,7000000.0,en,"Music, Drama",7.3,18859.0
323225,Batman: Gotham by Gaslight,2018-01-12,3469151.0,78.0,1000000.0,en,"Thriller, Action, Animation, Science Fiction",6.7,19356.0
324008,Boy Erased,2018-09-24,7900000.0,115.0,15000000.0,en,Drama,6.9,43782.0
324084,Zoo,2018-06-08,231719.0,96.0,4000000.0,en,"Family, War, History",6.5,1460.0
324455,Uncut Gems,2019-08-30,50023780.0,136.0,19000000.0,en,"Drama, Thriller, Crime",7.4,325699.0
324546,Traffik,2018-04-20,5132274.0,96.0,4000000.0,en,"Horror, Thriller",5.9,21866.0
324671,Apostasy,2017-09-29,434336.0,94.0,500000.0,en,Drama,6.9,2637.0
325385,Inhumans: The First Chapter,2017-09-01,2600000.0,88.0,80000000.0,en,"Science Fiction, Action, Adventure",4.4,12.0
325454,Uncle Drew,2018-06-27,17700000.0,103.0,19000000.0,en,Comedy,5.8,15962.0
325463,It Chapter Two,2019-09-04,473123154.0,169.0,79000000.0,en,"Horror, Drama, Fantasy",6.5,310912.0
325492,Samson,2018-02-16,4900000.0,110.0,3500000.0,en,"Action, Drama, Adventure",4.5,5026.0
325494,Teen Titans Go! To the Movies,2018-07-27,28646544.0,84.0,10000000.0,en,"Animation, Action, Comedy, Science Fiction",6.7,22176.0
326125,A Rainy Day in New York,2019-07-26,23800000.0,92.0,25000000.0,en,"Comedy, Romance",6.5,53570.0
326310,Joker,2019-10-01,1078958629.0,122.0,55000000.0,en,"Crime, Thriller, Drama",8.4,1542351.0
327172,The King's Man,2021-12-22,125900000.0,131.0,100000000.0,en,"Action, Comedy, Adventure, Thriller",6.3,179586.0
327251,The Front Runner,2018-11-06,3300000.0,113.0,25000000.0,en,"Drama, History",6.1,14362.0
327417,"Paul, Apostle of Christ",2018-03-23,22500000.0,108.0,5000000.0,en,Drama,6.6,10132.0
327680,The Broken Key,2017-11-16,113772.0,125.0,2000000.0,en,"Science Fiction, Thriller, History",2.4,442.0
327834,The Twin,2022-04-06,492000.0,109.0,2620000.0,en,"Horror, Mystery",5.1,4369.0
327865,Dog Days,2018-08-10,6842356.0,112.0,10000000.0,en,"Romance, Comedy",6.2,5629.0
329418,Men in Black: International,2019-06-12,253890701.0,115.0,110000000.0,en,"Comedy, Science Fiction, Action",5.6,150087.0
329853,The Art of Self-Defense,2019-07-12,2400000.0,104.0,1800000.0,en,"Comedy, Thriller",6.6,41488.0
329884,Escape Plan: The Extractors,2019-06-20,1766092.0,97.0,3600000.0,en,"Action, Crime, Thriller",4.4,17510.0
329934,47 Meters Down: Uncaged,2019-08-15,47582563.0,90.0,12000000.0,en,Horror,5.0,31579.0
330171,The Curse of La Llorona,2019-04-17,122033739.0,93.0,9000000.0,en,Horror,5.3,59128.0
330267,Creed II,2018-11-21,214200000.0,130.0,50000000.0,en,"Drama, Action",7.1,158537.0
330547,Let There Be Light,2017-10-27,7240000.0,100.0,3000000.0,en,Drama,4.6,3310.0
330715,The Addams Family,2019-10-10,204394183.0,86.0,40000000.0,en,"Family, Animation, Comedy, Fantasy",5.8,45622.0
331333,The Call of the Wild,2020-02-19,111200000.0,100.0,109000000.0,en,"Adventure, Family, Drama",6.7,58531.0
331355,Die in a Gunfight,2021-07-01,31395.0,92.0,4000000.0,en,"Action, Comedy, Romance",4.5,3614.0
331719,Don't Breathe 2,2021-08-12,53800000.0,98.0,10000000.0,en,"Thriller, Horror",6.0,74576.0
332833,Dead Man's Line,2018-02-08,1.0,108.0,10.0,en,Documentary,7.3,414.0
333113,A Simple Favor,2018-08-29,97644617.0,117.0,20000000.0,en,"Crime, Thriller, Comedy",6.8,169556.0
333422,Anna,2019-06-19,31626978.0,119.0,34000000.0,en,"Action, Adventure, Thriller",6.6,98727.0
334613,Shaft,2019-06-14,21360215.0,111.0,30000000.0,en,"Action, Crime",6.4,59672.0
335217,Linklater: On Cinema and Time,2013-12-04,9000.0,9.0,100000.0,en,Documentary,7.8,165.0
335525,What Men Want,2019-02-08,69766483.0,117.0,20000000.0,en,"Comedy, Romance",5.4,32578.0
