,title,release_date,revenue,runtime,budget,original_language,genres,imdb_rating,imdb_votes
6534,Tideland,2005-09-09,566611.0,120.0,12000000.0,en,"Fantasy, Drama, Thriller, Science Fiction",6.3,34978.0
6540,Big Momma's House 2,2006-01-26,138300000.0,99.0,40000000.0,en,"Comedy, Crime",4.8,47087.0
6560,The I Inside,2004-03-21,72962.0,90.0,8800000.0,en,"Thriller, Mystery, Science Fiction, Drama",6.0,11480.0
6572,Redacted,2007-11-16,782102.0,90.0,5000000.0,en,"War, Drama",6.1,11344.0
6586,The Life of David Gale,2003-02-21,38955598.0,130.0,50000000.0,en,"Drama, Thriller, Crime",7.5,127586.0
6590,Flushed Away,2006-10-22,178120010.0,84.0,149000000.0,en,"Adventure, Animation, Comedy, Family",6.6,141182.0
6602,Mamma Mia!,2008-07-03,609841637.0,108.0,52000000.0,en,"Comedy, Romance",6.5,282070.0
6603,Vanity Fair,2004-09-01,16123851.0,141.0,23000000.0,en,"Drama, Romance",6.2,23646.0
6606,Old School,2003-02-21,87100000.0,88.0,24000000.0,en,Comedy,7.0,246483.0
6608,Are We There Yet?,2005-01-20,97918663.0,95.0,32000000.0,en,"Family, Adventure, Comedy, Romance",4.8,35018.0
6609,Guess Who,2005-03-25,103100000.0,105.0,35000000.0,en,"Comedy, Romance",5.9,46343.0
6617,Must Love Dogs,2005-07-21,58405313.0,98.0,30000000.0,en,"Romance, Comedy",5.9,33334.0
6621,Invincible,2006-08-25,57800000.0,105.0,30000000.0,en,"Drama, History",7.0,76285.0
6634,Get Smart,2008-06-19,230685453.0,110.0,80000000.0,en,"Action, Comedy, Thriller",6.5,230671.0
6640,Elegy,2008-08-08,14894347.0,112.0,13000000.0,en,"Drama, Romance",6.7,23356.0
6648,xXx: State of the Union,2005-04-27,71410636.0,101.0,60000000.0,en,"Action, Adventure, Crime, Mystery, Thriller",4.5,74251.0
6652,Land of the Dead,2005-06-18,47074133.0,93.0,15000000.0,en,"Horror, Science Fiction",6.2,101769.0
6666,Bad Lieutenant: Port of Call - New Orleans,2009-09-11,10589102.0,122.0,25000000.0,en,"Drama, Crime",6.6,81835.0
6699,Lemony Snicket's A Series of Unfortunate Events,2004-12-16,209073645.0,108.0,140000000.0,en,"Adventure, Comedy, Family",6.8,223323.0
6700,Intolerable Cruelty,2003-09-02,119940815.0,100.0,60000000.0,en,"Comedy, Romance",6.3,102688.0
6715,This Is England,2007-04-27,8176544.0,101.0,2380000.0,en,"Drama, Crime",7.7,129977.0
6719,Space Chimps,2008-06-25,64762724.0,81.0,37000000.0,en,"Animation, Family, Adventure, Comedy, Science Fiction",4.5,12717.0
6720,White Noise,2005-01-07,91196419.0,101.0,10000000.0,en,"Drama, Horror, Thriller",5.5,51252.0
6732,Bulletproof Monk,2003-03-28,37713879.0,104.0,52000000.0,en,"Action, Comedy, Fantasy",5.5,52542.0
6735,Mona Lisa Smile,2003-12-19,141337989.0,117.0,65000000.0,en,"Drama, History, Romance",6.6,93060.0
6738,Wimbledon,2004-09-13,41512007.0,98.0,31000000.0,en,"Comedy, Romance",6.3,67359.0
6749,Death Sentence,2007-08-31,17000000.0,105.0,20000000.0,en,"Action, Crime, Drama, Thriller",6.7,75501.0
6750,The SpongeBob SquarePants Movie,2004-11-14,140161792.0,87.0,30000000.0,en,"Family, Animation, Comedy, Fantasy, Adventure",7.2,104830.0
6779,Flight of the Phoenix,2004-12-17,21009180.0,113.0,45000000.0,en,"Action, Adventure, Drama",6.1,57252.0
6796,High School Musical 3: Senior Year,2008-10-11,252909177.0,111.0,11000000.0,en,"Comedy, Romance, Drama, Family, Music",5.0,68639.0
6817,Hatchet,2006-04-27,155873.0,84.0,1500000.0,en,"Comedy, Horror",5.7,34216.0
6826,Saw V,2008-10-23,113864059.0,95.0,10800000.0,en,"Horror, Thriller, Crime",5.8,140166.0
6827,Superhero Movie,2008-03-28,71571300.0,82.0,35000000.0,en,"Comedy, Action, Science Fiction",4.7,77243.0
6834,Tetro,2009-06-11,2852915.0,127.0,5000000.0,en,Drama,6.8,13854.0
6871,Into the Blue,2005-09-30,46117696.0,110.0,50000000.0,en,"Action, Thriller, Adventure, Crime",5.9,80500.0
6898,Just Married,2003-01-08,101564935.0,95.0,18000000.0,en,"Romance, Comedy",5.5,75162.0
6901,Jackass Number Two,2006-09-22,72778712.0,92.0,11000000.0,en,"Action, Comedy, Documentary",7.0,80737.0
6903,The Pink Panther,2006-02-10,158851357.0,93.0,65000000.0,en,"Comedy, Mystery, Crime, Adventure, Family",5.7,93916.0
6916,It's All Gone Pete Tong,2004-09-12,120620.0,90.0,2000000.0,en,"Drama, Comedy, Music",7.2,20814.0
6920,Body of Lies,2008-10-09,113280098.0,128.0,70000000.0,en,"Action, Drama, Thriller",7.0,241794.0
6940,Step Brothers,2008-07-25,128100000.0,98.0,65000000.0,en,Comedy,6.9,324303.0
6947,Alone in the Dark,2005-01-28,12693645.0,98.0,20000000.0,en,"Action, Fantasy, Horror",2.4,47339.0
6951,The Missing,2003-11-26,38364277.0,135.0,60000000.0,en,"Thriller, Western, Adventure",6.5,39199.0
6957,White Chicks,2004-06-23,113100000.0,109.0,37000000.0,en,"Comedy, Crime",5.8,169285.0
6959,Alice in Wonderland,2010-03-03,1025467110.0,108.0,200000000.0,en,"Family, Fantasy, Adventure",6.4,447017.0
6966,The Hurt Locker,2008-10-10,49230772.0,131.0,15000000.0,en,"Drama, Thriller, War",7.5,478251.0
6967,The Wrestler,2008-09-07,44734660.0,109.0,6000000.0,en,"Drama, Romance",7.9,322432.0
6968,The Burning Plain,2008-11-07,5642478.0,111.0,20000000.0,en,"Drama, Romance, Crime",6.7,21529.0
6973,The Deaths of Ian Stone,2007-12-05,10000.0,87.0,10000.0,en,"Horror, Thriller",5.5,13712.0
6979,The Love Guru,2008-06-20,40854735.0,87.0,62000000.0,en,"Comedy, Romance",3.8,55417.0
6982,Star Wars: The Clone Wars,2008-08-05,68282844.0,98.0,8500000.0,en,"Animation, Action, Science Fiction, Adventure",5.9,74669.0
6983,Nick and Norah's Infinite Playlist,2008-10-03,33600000.0,89.0,9000000.0,en,"Comedy, Music, Drama, Romance",6.6,95801.0
6985,The Other Boleyn Girl,2008-02-28,78269970.0,115.0,35000000.0,en,"Drama, Romance, History",6.7,121215.0
6991,Four Christmases,2008-11-26,164112721.0,88.0,80000000.0,en,"Comedy, Romance, Drama",5.7,81312.0
6996,Edge of Darkness,2010-01-28,81126522.0,117.0,80000000.0,en,"Crime, Drama, Mystery, Thriller",6.6,100067.0
7012,Horton Hears a Who!,2008-03-03,298572799.0,86.0,85000000.0,en,"Animation, Comedy, Family, Adventure, Fantasy",6.8,152203.0
7016,Inside Deep Throat,2005-02-11,653621.0,90.0,2000000.0,en,Documentary,6.7,7080.0
7032,9,2009-08-19,48428063.0,79.0,30000000.0,en,"Action, Adventure, Animation, Science Fiction, Thriller",7.0,149996.0
7038,Biker Boyz,2003-01-31,23510601.0,110.0,24000000.0,en,"Action, Drama",4.7,14273.0
7052,Factory Girl,2006-12-29,3572632.0,90.0,7000000.0,en,"Drama, History",6.3,22495.0
7060,Spy Kids 3-D: Game Over,2003-07-25,197000000.0,84.0,38000000.0,en,"Action, Adventure, Comedy, Family, Science Fiction",4.4,67440.0
7062,Mean Creek,2004-08-20,603943.0,90.0,500000.0,en,"Crime, Drama",7.1,33593.0
7079,A Perfect Getaway,2009-06-08,22852638.0,98.0,14000000.0,en,"Thriller, Mystery, Adventure",6.5,77148.0
7080,Me and Orson Welles,2008-09-05,2336172.0,114.0,25000000.0,en,"Drama, History",6.7,11938.0
7081,Slumdog Millionaire,2008-11-12,378400000.0,120.0,15000000.0,en,"Drama, Romance",8.0,884794.0
7087,Miracle at St. Anna,2008-09-15,9323833.0,160.0,45000000.0,en,"Drama, War",6.1,19301.0
7105,The Nanny Diaries,2007-08-24,47817020.0,106.0,20000000.0,en,"Comedy, Drama, Romance",6.2,64895.0
7106,Underworld: Rise of the Lycans,2009-01-22,92158961.0,92.0,35000000.0,en,"Fantasy, Action, Thriller",6.5,169534.0
7110,Harry Potter and the Deathly Hallows: Part 1,2010-11-17,954305868.0,146.0,250000000.0,en,"Adventure, Fantasy",7.7,611350.0
7111,Harry Potter and the Deathly Hallows: Part 2,2011-07-12,1341511219.0,130.0,125000000.0,en,"Fantasy, Adventure",8.1,966565.0
7128,The Visitor,2008-02-21,18197518.0,104.0,4000000.0,en,"Crime, Drama, Music",7.6,44997.0
7138,Riding the Bullet,2004-10-15,264505.0,98.0,5000000.0,en,"Drama, Horror, Thriller",5.2,10956.0
7178,Bug,2007-02-21,8095658.0,98.0,4000000.0,en,"Drama, Horror, Thriller",6.1,38441.0
7193,Belly of the Beast,2003-12-30,254988.0,91.0,14300000.0,en,"Action, Thriller",4.6,6813.0
7206,Ghosts of Girlfriends Past,2009-05-01,102366815.0,115.0,37500000.0,en,"Fantasy, Comedy, Romance",5.8,95459.0
7215,Brideshead Revisited,2008-07-25,13204291.0,133.0,20000000.0,en,"Drama, Romance",6.6,13786.0
7216,Extract,2009-09-03,10848783.0,92.0,8000000.0,en,Comedy,6.1,50742.0
7218,"New York, I Love You",2008-09-06,14600000.0,103.0,14700000.0,en,"Comedy, Drama, Romance",6.2,48367.0
7219,A Serious Man,2009-09-30,31400000.0,106.0,7000000.0,en,"Comedy, Drama",7.0,151870.0
7232,Bella,2006-09-09,12100000.0,91.0,3300000.0,en,"Drama, Romance",7.1,11086.0
7264,The House Bunny,2008-08-22,70442940.0,97.0,25000000.0,en,"Romance, Comedy",5.5,91547.0
7265,Hamlet 2,2008-01-21,4886216.0,92.0,9000000.0,en,"Comedy, Music",6.3,17431.0
7277,The Big Bounce,2004-01-30,6808550.0,88.0,50000000.0,en,"Comedy, Crime",4.9,18920.0
7283,Inhale,2010-08-27,55089.0,100.0,10000000.0,en,"Drama, Action, Thriller",6.5,6747.0
7291,Romasanta: The Werewolf Hunt,2004-05-13,432671.0,90.0,4500000.0,en,"Action, Horror",5.2,3710.0
7295,Soul Plane,2004-05-28,14800000.0,86.0,16000000.0,en,"Romance, Comedy",4.5,24902.0
7316,Appaloosa,2008-09-19,20211394.0,115.0,20000000.0,en,"Drama, Western, Crime",6.7,65464.0
7325,Dominion: Prequel to The Exorcist,2005-05-20,251495.0,116.0,30000000.0,en,"Horror, Thriller, Drama",5.1,13898.0
7328,The Brown Bunny,2004-04-07,365734.0,93.0,10000000.0,en,Drama,4.9,16843.0
7361,Take the Lead,2006-03-17,65742992.0,108.0,30000000.0,en,"Drama, Comedy, Music",6.6,26836.0
7365,Cold Creek Manor,2003-09-19,29119434.0,118.0,45000000.0,en,"Mystery, Thriller",5.0,25106.0
7379,The Duchess,2008-09-05,43306325.0,110.0,17759769.0,en,"Drama, History, Romance",6.9,87903.0
7388,Another Gay Movie,2006-04-28,745327.0,92.0,500000.0,en,"Comedy, Romance",5.0,9544.0
7390,Ghost Town,2008-09-19,27100000.0,102.0,20000000.0,en,"Drama, Comedy, Fantasy",6.7,78363.0
7411,Alpha and Omega,2010-09-16,50507267.0,88.0,20000000.0,en,"Animation, Family, Comedy, Adventure, Romance",5.1,15415.0
7418,Leaves of Grass,2009-09-13,1034214.0,104.0,9000000.0,en,"Comedy, Crime, Thriller",6.4,28121.0
7419,The Secret Life of Bees,2008-09-17,38105395.0,114.0,11000000.0,en,"Family, Adventure, Drama",7.2,28332.0
7431,Smart People,2008-04-11,10569964.0,95.0,7000000.0,en,"Comedy, Drama, Romance",6.1,23542.0
7433,No End in Sight,2007-07-27,1431623.0,102.0,2000000.0,en,Documentary,8.2,8672.0
7445,Stargate: The Ark of Truth,2008-03-11,8900000.0,101.0,7000000.0,en,"Action, Adventure, Science Fiction",7.2,24178.0
7461,Deception,2008-04-24,18024545.0,107.0,25000000.0,en,"Thriller, Mystery",6.0,41151.0
7465,Rogue,2007-11-08,4600000.0,99.0,20000000.0,en,"Action, Horror, Thriller",6.2,34018.0
7468,Diary of the Dead,2007-05-26,5540941.0,96.0,2000000.0,en,Horror,5.5,49612.0
7470,Eagle Eye,2008-09-25,178800000.0,118.0,80000000.0,en,"Mystery, Thriller, Action",6.6,196580.0
7481,Max Payne,2008-10-15,85416905.0,100.0,35000000.0,en,"Crime, Action, Drama, Thriller",5.3,130987.0
7482,Bolt,2008-11-21,309979994.0,98.0,150000000.0,en,"Animation, Family, Adventure, Comedy",6.8,233337.0
7485,Punisher: War Zone,2008-12-05,10089373.0,102.0,20500000.0,en,"Action, Crime",5.9,67911.0
7487,The Signal,2007-07-13,249905.0,103.0,50000.0,en,"Horror, Science Fiction, Thriller",6.0,22029.0
7495,In the Land of Women,2007-04-20,17562071.0,97.0,10000000.0,en,"Romance, Comedy, Drama",6.4,32830.0
7499,Brooklyn Rules,2007-04-30,458232.0,99.0,8000000.0,en,"Drama, Action, Thriller",6.3,6024.0
7502,Sherrybaby,2006-09-08,622806.0,96.0,2000000.0,en,Drama,6.6,12129.0
7517,Sunshine Cleaning,2008-01-18,16174377.0,91.0,5000000.0,en,"Comedy, Drama",6.8,74683.0
7519,How to Lose Friends & Alienate People,2008-10-02,17286299.0,110.0,27000000.0,en,"Comedy, Romance, Drama",6.4,71152.0
7546,Teeth,2008-01-18,2340110.0,94.0,2000000.0,en,"Comedy, Horror",5.4,47202.0
7556,All the Real Girls,2003-02-14,548712.0,108.0,2500000.0,en,"Drama, Romance",6.7,11089.0
7564,Strangers with Candy,2006-06-28,2300000.0,97.0,3500000.0,en,Comedy,5.9,8504.0
7573,Pride and Glory,2008-09-09,31200557.0,130.0,30000000.0,en,"Crime, Drama, Mystery, Thriller",6.6,63897.0
7579,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007-04-13,5500000.0,86.0,750000.0,en,"Comedy, Animation",6.7,14578.0
7580,Georgia Rule,2007-05-10,25000167.0,113.0,20000000.0,en,"Drama, Comedy, Romance",5.9,27589.0
7582,Big Stan,2007-11-03,8742330.0,109.0,7500000.0,en,"Comedy, Crime",6.1,48206.0
7590,The Boys & Girls Guide to Getting Down,2007-03-23,14487294.0,92.0,2100000.0,en,"Comedy, Documentary",6.5,2556.0
7593,The Ten,2007-08-03,785528.0,96.0,5250000.0,en,Comedy,4.9,17021.0
7596,Battle in Seattle,2007-09-07,908847.0,99.0,8000000.0,en,"Action, Drama",6.6,15263.0
7600,Watchmen,2009-03-04,185258983.0,163.0,130000000.0,en,"Mystery, Action, Science Fiction",7.6,589426.0
7601,Bangkok Dangerous,2008-08-21,42487390.0,99.0,45000000.0,en,"Action, Crime, Thriller",5.3,58606.0
7602,Kidulthood,2006-03-03,165000.0,89.0,994000.0,en,Drama,6.7,19890.0
7608,"War, Inc.",2008-04-28,1296184.0,106.0,5000000.0,en,"Action, Adventure, Comedy, Thriller",5.5,22638.0
7610,Saved!,2004-06-11,10100000.0,92.0,5000000.0,en,Comedy,6.7,49505.0
7612,Flawless,2007-09-01,6819587.0,108.0,20000000.0,en,"Crime, Drama, Thriller",6.7,26690.0
7614,10th & Wolf,2006-02-19,143451.0,107.0,8000000.0,en,"Action, Crime, Drama, Mystery, Thriller",6.3,7033.0
7624,Friday the 13th,2009-02-11,91509154.0,97.0,19000000.0,en,"Horror, Thriller",5.5,119282.0
7630,Gran Torino,2008-12-12,270000000.0,116.0,33000000.0,en,Drama,8.1,824439.0
7635,Meet Bill,2007-09-07,346592.0,97.0,5000000.0,en,"Comedy, Drama, Romance",6.2,21106.0
7641,Seraphim Falls,2007-01-26,1220058.0,115.0,18000000.0,en,"Western, Action, Drama",6.6,35107.0
7643,The Walker,2007-02-13,590416.0,108.0,10000000.0,en,"Crime, Mystery",5.8,5943.0
7644,Cleaner,2007-09-11,5796630.0,88.0,25000000.0,en,"Crime, Thriller, Mystery",6.1,46084.0
7648,Mutant Chronicles,2008-08-07,2131057.0,111.0,8000000.0,en,"Action, Adventure, Horror, Science Fiction",5.2,27281.0
7649,Mr. Woodcock,2007-09-14,33700000.0,87.0,22000000.0,en,"Comedy, Romance",5.2,37231.0
7650,Son of Rambow,2007-01-22,10871449.0,96.0,4913400.0,en,Comedy,7.0,33133.0
7652,Semi-Pro,2008-02-28,33500000.0,91.0,55000000.0,en,Comedy,5.8,86775.0
7655,Annapolis,2006-01-27,17496992.0,108.0,26000000.0,en,"Drama, Action",5.8,22108.0
7658,Lakeview Terrace,2008-09-19,27640028.0,110.0,20000000.0,en,"Drama, Crime, Thriller",6.2,56395.0
7664,Traitor,2008-08-23,23530831.0,114.0,22000000.0,en,"Drama, Action, Thriller, Crime",6.9,59488.0
7695,Harold & Kumar Escape from Guantanamo Bay,2008-04-25,43493123.0,101.0,12000000.0,en,"Comedy, Adventure",6.5,142939.0
7701,Bad News Bears,2005-07-22,34252847.0,113.0,30000000.0,en,Comedy,5.8,23112.0
7715,Expelled: No Intelligence Allowed,2008-04-18,7700000.0,90.0,3500000.0,en,Documentary,3.7,12213.0
7716,Highlander: The Source,2007-09-15,213000.0,86.0,13000000.0,en,"Action, Fantasy, Adventure",3.0,10014.0
7718,Taxi to the Dark Side,2008-01-18,274661.0,106.0,1000000.0,en,Documentary,7.5,16950.0
7724,A Mighty Wind,2003-04-16,18750246.0,91.0,6000000.0,en,"Comedy, Music",7.2,29795.0
7725,Sex Lives of the Potato Men,2004-02-20,1593126.0,85.0,2295691.0,en,Comedy,4.6,2592.0
7727,Millions,2004-04-29,11782282.0,98.0,7500000.0,en,"Comedy, Crime, Drama, Family",6.8,26498.0
7728,Ice Princess,2005-03-17,27645491.0,98.0,25000000.0,en,"Family, Drama, Comedy",6.0,29276.0
7740,Transporter 3,2008-11-26,109000000.0,104.0,30000000.0,en,"Action, Thriller, Crime",6.1,178908.0
7741,Righteous Kill,2008-09-11,79498846.0,101.0,60000000.0,en,"Action, Crime, Drama, Thriller",6.0,92944.0
7760,Malibu's Most Wanted,2003-04-10,34000000.0,86.0,15000000.0,en,"Comedy, Crime",5.2,21140.0
7765,Friday Night Lights,2004-10-08,61255921.0,118.0,30000000.0,en,Drama,7.2,67513.0
7773,Japanese Story,2003-08-30,4098613.0,110.0,5740000.0,en,"Drama, Romance",6.8,6819.0
7786,Dream Theater: Score - 20th Anniversary World Tour,2006-08-29,10000000.0,157.0,1000000.0,en,Music,9.3,338.0
7787,Angels & Demons,2009-04-23,485900000.0,138.0,150000000.0,en,"Thriller, Mystery",6.7,312899.0
7791,Push,2009-02-04,49678401.0,111.0,38000000.0,en,"Science Fiction, Action, Adventure, Thriller",6.1,116499.0
7794,Doomsday,2008-03-14,22472631.0,108.0,30000000.0,en,"Action, Thriller, Science Fiction",5.9,80646.0
7804,P2,2007-11-09,7766240.0,98.0,3500000.0,en,"Horror, Thriller",5.9,36876.0
7805,Star Trek,2009-05-06,386839614.0,127.0,150000000.0,en,"Science Fiction, Action, Adventure",7.9,624236.0
7806,Win a Date with Tad Hamilton!,2004-01-23,16980098.0,95.0,17000000.0,en,"Comedy, Romance",5.6,29672.0
7807,When in Rome,2010-01-29,43042835.0,91.0,55000000.0,en,"Comedy, Fantasy, Romance",5.5,65150.0
7812,Awake,2007-11-28,14373825.0,84.0,86000000.0,en,"Thriller, Crime, Mystery",6.5,81711.0
7813,The Foot Fist Way,2006-06-24,245000.0,83.0,79000.0,en,Comedy,6.2,13785.0
7818,Welcome Home Roscoe Jenkins,2008-02-08,43650785.0,114.0,35000000.0,en,"Comedy, Drama, Family",5.5,15993.0
7821,College Road Trip,2008-03-07,51549674.0,83.0,25000000.0,en,"Comedy, Family, Action, Adventure",4.3,16830.0
7826,Man of the House,2005-02-25,21577624.0,100.0,40000000.0,en,"Comedy, Action",5.5,25586.0
7827,"Yours, Mine & Ours",2005-11-23,72028752.0,90.0,45000000.0,en,"Comedy, Family, Romance",5.5,30688.0
7828,The Good Night,2007-01-25,508084.0,93.0,15000000.0,en,"Comedy, Drama, Romance, Fantasy, Music",5.7,8792.0
7833,Who Killed the Electric Car?,2006-08-04,1678874.0,92.0,1000000.0,en,Documentary,7.6,12796.0
7835,Eden Lake,2008-09-12,3984669.0,91.0,12850990.0,en,"Horror, Thriller",6.7,98031.0
7840,Mirrors,2008-08-15,72400000.0,111.0,35000000.0,en,"Horror, Mystery",6.1,115007.0
7847,Sex Drive,2008-10-16,18755936.0,109.0,19000000.0,en,"Comedy, Adventure, Romance",6.5,92559.0
7859,Shattered Glass,2003-11-14,2944752.0,94.0,6000000.0,en,"Drama, History",7.1,38174.0
7889,Twisted,2004-02-27,40954603.0,97.0,50000000.0,en,"Action, Adventure, Crime, Drama, Thriller",5.3,23334.0
7892,This Is It,2009-10-28,261200000.0,111.0,60000000.0,en,"Music, Documentary",7.2,42136.0
7895,The Longshots,2008-08-22,11767866.0,94.0,23000000.0,en,"Drama, Family, Comedy",5.6,4521.0
7909,My Best Friend's Girl,2008-09-19,41624687.0,101.0,20000000.0,en,"Romance, Comedy",5.8,46855.0
7911,City of Ember,2008-10-07,17869048.0,90.0,55000000.0,en,"Adventure, Family, Fantasy",6.4,70609.0
7959,Catch and Release,2006-10-20,16162580.0,111.0,25000000.0,en,"Comedy, Drama, Romance",5.9,28874.0
7970,The Game Plan,2007-09-28,147880543.0,110.0,22000000.0,en,"Comedy, Family",6.4,101261.0
7972,Pooh's Heffalump Movie,2005-02-11,52900000.0,68.0,20000000.0,en,"Family, Animation, Comedy, Fantasy",6.4,8633.0
7980,Piglet's Big Movie,2003-03-16,62870546.0,75.0,46000000.0,en,"Animation, Family",6.1,8877.0
7987,Home on the Range,2004-04-02,145358062.0,76.0,110000000.0,en,"Animation, Family",5.4,26652.0
7989,A Dirty Shame,2004-09-24,1900000.0,89.0,15000000.0,en,"Comedy, Fantasy",5.1,13715.0
8026,Akeelah and the Bee,2006-04-28,18948425.0,112.0,8000000.0,en,Drama,7.4,21937.0
8039,The Santa Clause 3: The Escape Clause,2006-11-02,84500122.0,97.0,12000000.0,en,"Comedy, Family, Adventure",4.8,43120.0
8055,The Unborn,2009-01-09,76514050.0,87.0,16000000.0,en,"Horror, Thriller, Mystery",4.7,53698.0
8068,Amusement,2008-10-09,170255.0,85.0,6000000.0,en,"Horror, Mystery",4.9,12502.0
8069,Fast & Furious,2009-04-02,363164265.0,107.0,85000000.0,en,"Action, Crime, Drama, Thriller",6.5,316215.0
8070,Disaster Movie,2008-08-29,34816824.0,87.0,25000000.0,en,Comedy,1.9,95232.0
8073,RocknRolla,2008-09-04,25740863.0,114.0,18000000.0,en,"Action, Crime, Thriller",7.2,267442.0
8074,Knowing,2009-03-19,155446362.0,121.0,50000000.0,en,"Action, Mystery, Science Fiction, Thriller",6.2,251093.0
8075,Quarantine,2008-10-10,40855419.0,89.0,12000000.0,en,"Horror, Science Fiction, Thriller",6.0,78695.0
8076,Defiance,2008-12-31,51155219.0,137.0,32000000.0,en,"Action, Drama, History, War",7.1,156955.0
8087,The Lazarus Project,2008-10-24,558000.0,99.0,9750000.0,en,"Drama, Thriller",6.0,19487.0
8089,"Surfer, Dude",2008-09-05,69000.0,85.0,6000000.0,en,Comedy,4.6,9224.0
8094,Race to Witch Mountain,2009-03-12,106303988.0,98.0,50000000.0,en,"Adventure, Family, Fantasy, Science Fiction, Thriller, Action",5.7,63753.0
8099,Stuck,2007-05-21,151449.0,85.0,5000000.0,en,"Crime, Thriller",6.5,10354.0
8106,Special,2006-11-17,7202.0,81.0,1000000.0,en,"Drama, Fantasy, Science Fiction",6.8,5937.0
8129,Sweeney Todd: The Demon Barber of Fleet Street,2007-12-20,152000000.0,116.0,50000000.0,en,"Drama, Horror",7.3,391669.0
8146,Death Defying Acts,2007-09-13,8380329.0,97.0,20000000.0,en,"Drama, Romance",5.8,10587.0
8155,The Chumscrubber,2005-06-08,351401.0,108.0,6800000.0,en,"Comedy, Drama",6.8,19266.0
8156,Radio,2003-10-24,53293628.0,109.0,35000000.0,en,Drama,6.9,44564.0
8158,The Great Raid,2005-08-12,10166502.0,132.0,80000000.0,en,"Action, History, War",6.6,24156.0
8179,Passengers,2008-09-26,2000000.0,93.0,25000000.0,en,"Drama, Mystery, Thriller, Romance",5.8,39744.0
8183,An American Carol,2008-10-03,7000000.0,83.0,20000000.0,en,"Comedy, Fantasy",4.0,10156.0
8189,Fly Me to the Moon,2008-08-15,46651414.0,81.0,25000000.0,en,"Adventure, Animation, Family",4.5,4824.0
8193,ATL,2006-03-31,21170563.0,105.0,20000000.0,en,"Drama, Comedy, Mystery",6.1,12410.0
8199,Miss Potter,2006-12-03,35078241.0,92.0,30000000.0,en,"Drama, Family, Romance",7.0,32503.0
8203,Wild Child,2008-08-15,22000000.0,98.0,20000000.0,en,"Comedy, Drama, Romance",6.1,65111.0
8204,The Women,2008-09-12,50007546.0,114.0,16000000.0,en,"Comedy, Romance",5.0,23422.0
8205,Choke,2008-09-26,3982459.0,92.0,3000000.0,en,"Comedy, Drama",6.4,33835.0
8212,Finishing the Game: The Search for a New Bruce Lee,2007-01-21,52868.0,84.0,500000.0,en,Comedy,5.8,1913.0
